"transaction_id","product_id","recorded_on","quantity","price","price_full","order_type_id"
"X3820210626143509","26191225","26.06.2021 15:52","1","440","440","BUY"
"X2820210619621341","26191546","19.06.2021 11:32","1","255","260","BUY"
"X2720210605127567","26191461","05.06.2021 19:11","1","288","297","BUY"
"X2820210619616641","26191508","19.06.2021 15:13","1","288","297","BUY"
"X2820210620616995","26191492","20.06.2021 17:51","1","288","297","BUY"
"X3020210622195897","26191478","22.06.2021 17:01","1","288","297","BUY"
"X2720210606127963","26277752","06.06.2021 19:56","1","250","250","BUY"
"X2720210606468890","26277752","06.06.2021 12:48","1","250","250","BUY"
"X2720210620472661","26277752","20.06.2021 12:08","1","250","250","BUY"
"X2820210606617764","26277752","06.06.2021 12:09","1","250","250","BUY"
"X2820210616615556","26277769","16.06.2021 10:45","1","250","250","BUY"
"X2820210619616668","26277769","19.06.2021 16:41","1","250","250","BUY"
"X3020210623195970","26277769","23.06.2021 10:07","1","250","250","BUY"
"X3020210623196109","26277752","23.06.2021 18:20","1","250","250","BUY"
"X3020210623196112","26277769","23.06.2021 18:26","1","250","250","BUY"
"X3820210613141531","26277776","13.06.2021 11:42","1","250","250","BUY"
"X3820210615166660","26277769","15.06.2021 13:18","1","250","250","BUY"
"X3820210626143503","26277776","26.06.2021 15:41","1","250","250","BUY"
"X2720210603127001","26191515","03.06.2021 16:34","1","231","243","BUY"
"X302021061166493","26277431","11.06.2021 10:12","1","340","350","BUY"
"X2720210626130809","26277424","26.06.2021 13:42","1","340","350","BUY"
"X2720210627474927","26277417","27.06.2021 20:01","1","340","350","BUY"
"X2820210605611812","26277400","05.06.2021 19:55","1","340","350","BUY"
"X2820210606617899","26277400","06.06.2021 15:12","1","340","350","BUY"
"X3020210603192430","26277530","03.06.2021 12:12","1","340","350","BUY"
"X302021060766328","26277738","07.06.2021 12:01","1","245","250","BUY"
"X2820210612619318","26277769","12.06.2021 13:42","1","245","250","BUY"
"X2820210612619511","26277769","12.06.2021 19:11","1","245","250","BUY"
"X2820210622617434","26277769","22.06.2021 14:40","1","245","250","BUY"
"X3020210612193912","26277745","12.06.2021 11:29","1","245","250","BUY"
"X3020210618195288","26277745","18.06.2021 20:33","1","245","250","BUY"
"X3020210623195995","26277769","23.06.2021 11:32","1","245","250","BUY"
"X3020210629197110","26277745","29.06.2021 12:40","1","245","250","BUY"
"X3820210607165912","26277745","07.06.2021 18:40","1","245","250","BUY"
"X3820210612141458","23590991","12.06.2021 18:04","1","226","233","BUY"
"X302021061967110","26191492","19.06.2021 15:55","1","297","297","BUY"
"X2720210606468891","26191478","06.06.2021 12:50","1","297","297","BUY"
"X2720210622130508","26191492","22.06.2021 14:18","1","297","297","BUY"
"X2820210620621754","26191461","20.06.2021 12:09","1","297","297","BUY"
"X3020210624196234","26191492","24.06.2021 12:30","1","297","297","BUY"
"X3020210611193819","26190754","11.06.2021 17:31","1","534","550","BUY"
"X2720210615471144","26011981","15.06.2021 13:20","1","216","227","BUY"
"X2720210605127202","26191218","05.06.2021 10:46","1","396","396","BUY"
"X3820210605140548","26191256","05.06.2021 17:01","1","396","396","BUY"
"X2820210603610697","26191249","03.06.2021 10:40","1","448","472","BUY"
"X302021062567295","26191492","25.06.2021 11:42","1","282","297","BUY"
"X302021062667413","26191478","26.06.2021 16:57","1","282","297","BUY"
"X2820210605611805","26191461","05.06.2021 19:40","1","282","297","BUY"
"X2820210620616842","26191478","20.06.2021 12:11","1","282","297","BUY"
"X2820210623617634","26191492","23.06.2021 11:30","1","282","297","BUY"
"X2820210627618849","26191461","27.06.2021 11:25","1","282","297","BUY"
"X3020210623195997","26191478","23.06.2021 11:34","1","282","297","BUY"
"X3020210626196771","26191478","26.06.2021 19:43","1","282","297","BUY"
"X3020210628197040","26191461","28.06.2021 18:25","1","282","297","BUY"
"X3020210629197144","26191461","29.06.2021 15:32","1","282","297","BUY"
"X3020210629197161","26191478","29.06.2021 18:02","1","282","297","BUY"
"X2820210605617532","26277257","05.06.2021 16:09","1","372","380","BUY"
"X2820210605617532","26277301","05.06.2021 16:09","1","372","380","BUY"
"X2820210605617591","26277301","05.06.2021 17:54","1","372","380","BUY"
"X2820210612619497","26277301","12.06.2021 18:48","1","372","380","BUY"
"X2820210613619577","26277295","13.06.2021 9:39","1","372","380","BUY"
"X2820210625623144","26191256","25.06.2021 17:06","1","372","400","BUY"
"X3020210601192163","26277295","01.06.2021 9:18","1","372","380","BUY"
"X302021061766963","26277738","17.06.2021 15:39","1","225","250","BUY"
"X2720210626474295","26277752","26.06.2021 11:22","1","225","250","BUY"
"X3020210601192252","26277400","01.06.2021 18:49","1","315","350","BUY"
"X302021060165739","26190754","01.06.2021 13:48","1","495","550","BUY"
"X2720210619472420","26011950","19.06.2021 14:26","1","239","252","BUY"
"X2820210621617094","26191478","21.06.2021 10:20","1","291","297","BUY"
"X2820210622622324","26191492","22.06.2021 14:54","1","291","297","BUY"
"X2820210623617617","26191492","23.06.2021 10:30","1","291","297","BUY"
"X3020210625196421","26191461","25.06.2021 12:13","1","291","297","BUY"
"X3820210615141989","23590847","15.06.2021 17:53","1","144","152","BUY"
"X2820210623622476","26191546","23.06.2021 11:22","1","272","286","BUY"
"X2820210626623390","26191546","26.06.2021 14:05","1","272","286","BUY"
"X302021061066452","26191270","10.06.2021 14:28","1","400","400","BUY"
"X2820210609613243","26191218","09.06.2021 17:36","1","400","400","BUY"
"X2820210619621321","26191287","19.06.2021 10:58","1","400","400","BUY"
"X2820210624622702","26191201","24.06.2021 12:48","1","400","400","BUY"
"X2820210629619493","26191270","29.06.2021 19:29","1","400","400","BUY"
"X3020210629197122","26191256","29.06.2021 13:07","1","400","400","BUY"
"X3820210610141233","26191263","10.06.2021 15:47","1","400","400","BUY"
"X3020210625196552","26278292","25.06.2021 20:12","1","490","490","BUY"
"X2720210606468964","26191553","06.06.2021 19:37","1","234","260","BUY"
"X2720210610469714","26191546","10.06.2021 10:38","1","234","260","BUY"
"X302021061967053","26277424","19.06.2021 12:24","1","343","350","BUY"
"X302021062767510","26277523","27.06.2021 13:08","1","343","350","BUY"
"X2720210623473499","26277417","23.06.2021 16:35","1","343","350","BUY"
"X2820210618621237","26277400","18.06.2021 20:21","1","343","350","BUY"
"X2720210629475367","26191546","29.06.2021 15:06","1","286","286","BUY"
"X3020210626196585","26191546","26.06.2021 10:31","1","286","286","BUY"
"X2720210605468742","26191560","05.06.2021 15:05","1","229","234","BUY"
"X2820210609613295","26278292","09.06.2021 18:52","1","466","490","BUY"
"X3020210602192283","26277233","02.06.2021 9:44","1","466","490","BUY"
"X3020210628196947","26278285","28.06.2021 12:35","1","466","490","BUY"
"X2720210604468324","26277844","04.06.2021 13:18","1","281","290","BUY"
"X2720210616471474","26277813","16.06.2021 13:53","1","281","290","BUY"
"X2720210620130339","26277844","20.06.2021 16:07","1","281","290","BUY"
"X2820210601616326","26277844","01.06.2021 12:33","1","281","290","BUY"
"X3020210621195683","26277813","21.06.2021 14:21","1","281","290","BUY"
"X3020210622195882","26277844","22.06.2021 16:23","1","281","290","BUY"
"X3820210605140483","26277790","05.06.2021 14:11","1","281","290","BUY"
"X3820210624143117","26277790","24.06.2021 11:44","1","281","290","BUY"
"X2720210606127720","26191508","06.06.2021 12:21","1","262","270","BUY"
"X2720210613470725","26191492","13.06.2021 18:01","1","262","270","BUY"
"X3020210605192839","26191492","05.06.2021 13:28","1","262","270","BUY"
"X2720210609469401","26191508","09.06.2021 10:49","1","243","270","BUY"
"X2720210623473563","26191515","23.06.2021 19:30","1","243","270","BUY"
"X2820210605617449","26191515","05.06.2021 14:02","1","243","243","BUY"
"X38202106282944","26277806","28.06.2021 14:18","1","276","290","BUY"
"X302021062567315","26277813","25.06.2021 14:23","1","276","290","BUY"
"X302021062667413","26277813","26.06.2021 16:57","1","276","290","BUY"
"X2720210606127622","26277813","06.06.2021 9:35","1","276","290","BUY"
"X2720210606127924","26191478","06.06.2021 18:12","1","276","297","BUY"
"X2720210609469662","26277813","09.06.2021 19:39","1","276","290","BUY"
"X2720210610128477","26277844","10.06.2021 12:26","1","276","290","BUY"
"X2720210612129019","26277844","12.06.2021 12:08","1","276","290","BUY"
"X2720210613129207","26277806","13.06.2021 11:58","1","276","290","BUY"
"X2720210615471036","26277806","15.06.2021 9:59","1","276","290","BUY"
"X2820210607618062","26277844","07.06.2021 10:58","1","276","290","BUY"
"X2820210619621371","26277844","19.06.2021 12:13","1","276","290","BUY"
"X3020210606193048","26277813","06.06.2021 13:09","1","276","290","BUY"
"X3020210611193759","26277813","11.06.2021 10:57","1","276","290","BUY"
"X3020210614194544","26277813","14.06.2021 16:17","1","276","290","BUY"
"X3020210618195113","26277820","18.06.2021 11:20","1","276","290","BUY"
"X3020210621195650","26277820","21.06.2021 11:59","1","276","290","BUY"
"X3820210601140066","26277837","01.06.2021 17:43","1","276","290","BUY"
"X3820210613166564","26277820","13.06.2021 11:42","1","276","290","BUY"
"X3820210620167267","26277844","20.06.2021 17:55","1","276","290","BUY"
"X3820210624143126","26277790","24.06.2021 12:16","1","276","290","BUY"
"X3820210625143380","26277806","25.06.2021 20:15","1","276","290","BUY"
"X302021062567315","26277752","25.06.2021 14:23","1","238","250","BUY"
"X2820210602610494","26277783","02.06.2021 13:01","1","238","250","BUY"
"X2820210602610631","26277769","02.06.2021 18:57","1","238","250","BUY"
"X2820210609613295","26277752","09.06.2021 18:52","1","238","250","BUY"
"X2820210619621371","26277783","19.06.2021 12:13","1","238","250","BUY"
"X3020210605192789","26277745","05.06.2021 11:44","1","238","250","BUY"
"X3020210622195938","26277769","22.06.2021 19:47","1","238","250","BUY"
"X3820210605140371","26277745","05.06.2021 9:50","1","238","250","BUY"
"X3820210613141521","26277776","13.06.2021 11:24","1","238","250","BUY"
"X3820210613141525","26277752","13.06.2021 11:34","1","238","250","BUY"
"X3820210621142828","26277776","21.06.2021 13:51","1","238","250","BUY"
"X3820210621142852","26277769","21.06.2021 14:56","1","238","250","BUY"
"X3820210622167442","26277752","22.06.2021 19:34","1","238","250","BUY"
"X3820210626143539","26277776","26.06.2021 18:30","1","238","250","BUY"
"X3020210611193819","26277219","11.06.2021 17:31","1","475","490","BUY"
"X302021060766384","26278339","07.06.2021 18:44","1","456","490","BUY"
"X302021061366791","26277493","13.06.2021 15:45","1","456","480","BUY"
"X302021061366791","26277608","13.06.2021 15:45","1","456","480","BUY"
"X2820210605617514","26277479","05.06.2021 15:31","1","456","480","BUY"
"X302021060466029","26277820","04.06.2021 18:02","1","290","290","BUY"
"X302021060566072","26277813","05.06.2021 11:16","1","290","290","BUY"
"X302021061967148","26277820","19.06.2021 18:11","1","290","290","BUY"
"X2720210601467843","26277844","01.06.2021 13:50","1","290","290","BUY"
"X2720210612470236","26277844","12.06.2021 17:51","1","290","290","BUY"
"X2720210614129651","26277844","14.06.2021 20:24","1","290","290","BUY"
"X2720210618129950","26277813","18.06.2021 17:06","1","290","290","BUY"
"X2820210604611162","26277844","04.06.2021 13:36","1","290","290","BUY"
"X2820210606617764","26277844","06.06.2021 12:09","1","290","290","BUY"
"X3020210612193991","26277820","12.06.2021 14:12","1","290","290","BUY"
"X3020210618195286","26277813","18.06.2021 20:28","1","290","290","BUY"
"X3020210625196541","26277844","25.06.2021 18:53","1","290","290","BUY"
"X3020210626196687","26277813","26.06.2021 14:32","1","290","290","BUY"
"X3820210606140811","26277820","06.06.2021 20:05","1","290","290","BUY"
"X3820210610166146","26277844","10.06.2021 16:46","1","290","290","BUY"
"X3820210613141531","26277806","13.06.2021 11:42","1","290","290","BUY"
"X3820210621142799","26277837","21.06.2021 12:10","1","290","290","BUY"
"X3820210623143052","26277806","23.06.2021 18:58","1","290","290","BUY"
"X3820210624143167","26277820","24.06.2021 15:06","1","290","290","BUY"
"X3820210624143167","26277837","24.06.2021 15:06","1","290","290","BUY"
"X3820210625143316","26277844","25.06.2021 15:25","1","290","290","BUY"
"X3820210626143503","26277790","26.06.2021 15:41","1","290","290","BUY"
"X302021062567295","67354660","25.06.2021 11:42","1","418","440","BUY"
"X2820210620616954","26191225","20.06.2021 15:56","1","418","440","BUY"
"X2820210620616954","26191232","20.06.2021 15:56","1","418","440","BUY"
"X2820210622622180","26191225","22.06.2021 10:28","1","418","440","BUY"
"X3820210618142346","26191201","18.06.2021 12:19","1","418","440","BUY"
"X302021061967029","26191539","19.06.2021 11:11","1","252","260","BUY"
"X2720210615471091","26011950","15.06.2021 11:50","1","252","252","BUY"
"X3020210621195729","26191553","21.06.2021 17:55","1","252","260","BUY"
"X28202106136011","26191201","13.06.2021 19:21","1","380","400","BUY"
"X2720210628475202","26277264","28.06.2021 19:59","1","380","380","BUY"
"X2720210628475202","26277257","28.06.2021 19:59","3","380","380","BUY"
"X2720210628475202","26277271","28.06.2021 19:59","1","380","380","BUY"
"X2820210602616634","26277264","02.06.2021 14:31","1","380","380","BUY"
"X2820210607612222","26277301","07.06.2021 10:03","1","380","380","BUY"
"X2820210617615738","26277295","17.06.2021 9:33","1","380","380","BUY"
"X2820210621617212","26191263","21.06.2021 13:55","1","380","400","BUY"
"X2820210628623984","26191256","28.06.2021 12:10","1","380","400","BUY"
"X2820210628624140","26277295","28.06.2021 20:53","1","380","380","BUY"
"X3020210612193959","26191270","12.06.2021 13:17","1","380","400","BUY"
"X3020210626196687","26277295","26.06.2021 14:32","1","380","380","BUY"
"X3020210628197061","26277325","28.06.2021 20:01","1","380","380","BUY"
"X302021060265818","26277301","02.06.2021 12:33","1","361","380","BUY"
"X302021061666923","26277318","16.06.2021 14:20","1","361","380","BUY"
"X302021062767460","26277295","27.06.2021 9:53","1","361","380","BUY"
"X2720210614129336","26277301","14.06.2021 9:23","1","361","380","BUY"
"X2820210605611507","26277295","05.06.2021 11:14","2","361","380","BUY"
"X2820210608612689","26277301","08.06.2021 13:36","1","361","380","BUY"
"X2820210613614628","26277288","13.06.2021 15:47","1","361","380","BUY"
"X2820210625618173","26277301","25.06.2021 12:27","1","361","380","BUY"
"X2820210626623302","26277295","26.06.2021 11:46","1","361","380","BUY"
"X2820210627623814","26277301","27.06.2021 15:03","1","361","380","BUY"
"X2820210628619357","26277295","28.06.2021 18:02","1","361","380","BUY"
"X3020210604192713","26277295","04.06.2021 20:22","1","361","380","BUY"
"X3020210613194326","26277332","13.06.2021 17:30","1","361","380","BUY"
"X302021060165735","26277615","01.06.2021 13:43","1","470","480","BUY"
"X2820210605617532","26277462","05.06.2021 16:09","1","470","480","BUY"
"X2820210605617591","26277462","05.06.2021 17:54","1","470","480","BUY"
"X2820210604617141","26191195","04.06.2021 15:54","1","342","360","BUY"
"X302021061967102","26277349","19.06.2021 14:33","1","522","550","BUY"
"X3020210629197117","26190747","29.06.2021 12:57","1","522","550","BUY"
"X2720210604468541","26191553","04.06.2021 20:27","1","247","260","BUY"
"X2720210610128410","26191560","10.06.2021 10:54","1","247","260","BUY"
"X2720210612470070","26191560","12.06.2021 13:39","1","247","260","BUY"
"X2720210619130143","26191522","19.06.2021 18:15","1","247","260","BUY"
"X2720210621473022","26191553","21.06.2021 19:03","1","247","260","BUY"
"X2820210604617157","26191546","04.06.2021 16:21","2","247","260","BUY"
"X2820210614614976","26191553","14.06.2021 13:26","1","247","260","BUY"
"X2820210625618355","26191522","25.06.2021 18:51","1","247","260","BUY"
"X3020210604192649","26191546","04.06.2021 16:06","2","247","260","BUY"
"X2720210623473499","26191546","23.06.2021 16:35","1","280","286","BUY"
"X2820210625618315","26191546","25.06.2021 17:43","1","280","286","BUY"
"X3020210622195833","26191539","22.06.2021 13:21","1","280","286","BUY"
"X2720210623473417","26277844","23.06.2021 12:31","1","261","290","BUY"
"X2820210620621942","26277844","20.06.2021 18:39","1","261","290","BUY"
"X3820210621142936","26277837","21.06.2021 20:10","1","261","290","BUY"
"X302021061967029","26277752","19.06.2021 11:11","1","242","250","BUY"
"X2720210618129969","26191553","18.06.2021 19:14","1","242","260","BUY"
"X2820210620621899","26277783","20.06.2021 17:10","1","242","250","BUY"
"X3020210603192420","26277769","03.06.2021 11:22","1","242","250","BUY"
"X3020210622195882","26277783","22.06.2021 16:23","1","242","250","BUY"
"X3020210624196297","26277769","24.06.2021 16:23","1","242","250","BUY"
"X3020210626196638","26191553","26.06.2021 12:40","1","242","260","BUY"
"X302021060566176","26277523","05.06.2021 16:11","1","332","350","BUY"
"X302021061266636","26277523","12.06.2021 11:56","1","332","350","BUY"
"X302021061967030","26277400","19.06.2021 11:13","2","332","350","BUY"
"X302021061967030","26277417","19.06.2021 11:13","1","332","350","BUY"
"X302021062567288","26277523","25.06.2021 10:40","1","332","350","BUY"
"X302021062567315","26277516","25.06.2021 14:23","1","332","350","BUY"
"X2720210605127543","26277417","05.06.2021 18:41","1","332","350","BUY"
"X2720210606127702","26277523","06.06.2021 11:59","1","332","350","BUY"
"X2720210608128290","26277417","08.06.2021 13:44","2","332","350","BUY"
"X2720210610128410","26277400","10.06.2021 10:54","1","332","350","BUY"
"X2720210612129111","26277424","12.06.2021 15:25","1","332","350","BUY"
"X2720210626474382","26277523","26.06.2021 13:58","1","332","350","BUY"
"X2720210628475058","26277516","28.06.2021 12:43","1","332","350","BUY"
"X2820210604617141","26277424","04.06.2021 15:54","1","332","350","BUY"
"X2820210609613295","26277424","09.06.2021 18:52","1","332","350","BUY"
"X3020210604192531","26277448","04.06.2021 10:14","1","332","350","BUY"
"X3020210606193048","26277424","06.06.2021 13:09","1","332","350","BUY"
"X3020210609193490","26277516","09.06.2021 13:46","1","332","350","BUY"
"X3020210613194118","26277547","13.06.2021 9:40","1","332","350","BUY"
"X3020210625196415","26278339","25.06.2021 11:41","1","441","490","BUY"
"X2720210602126701","26191034","02.06.2021 16:49","1","630","630","BUY"
"X3820210622167447","23717251","22.06.2021 20:01","4","791","791","BUY"
"X2720210608469160","26191164","08.06.2021 13:12","1","900","900","BUY"
"X2720210617471712","26205595","17.06.2021 10:17","1","1260","1326","BUY"
"X3820210626143484","26161662","26.06.2021 14:04","1","620","620","BUY"
"X38202106012322","23717268","01.06.2021 12:32","2","904","972","BUY"
"X2720210613470503","26191027","13.06.2021 13:38","1","700","700","BUY"
"X2820210625623172","26191065","25.06.2021 18:37","1","700","700","BUY"
"X302021061666923","26190877","16.06.2021 14:20","1","1539","1620","BUY"
"X2720210617471845","26205663","17.06.2021 15:46","1","1131","1191","BUY"
"X2820210611613646","26191096","11.06.2021 9:25","1","600","600","BUY"
"X2720210627474706","26161631","27.06.2021 13:11","1","794","836","BUY"
"X2820210616620566","26161686","16.06.2021 16:12","1","1045","1100","BUY"
"X3820210608166017","26190631","08.06.2021 12:52","1","1045","1100","BUY"
"X3820210618142449","26049991","18.06.2021 16:16","1","1078","1100","BUY"
"X2720210614129456","26161624","14.06.2021 13:16","1","760","760","BUY"
"X2820210624622702","26161624","24.06.2021 12:48","1","760","760","BUY"
"X2720210613129274","26161631","13.06.2021 14:50","1","722","760","BUY"
"X2820210610618823","26191065","10.06.2021 19:23","1","665","700","BUY"
"X2720210612129044","26205625","12.06.2021 13:26","1","1167","1191","BUY"
"X2720210613129222","26191041","13.06.2021 12:25","1","617","630","BUY"
"X2820210621617328","26161624","21.06.2021 19:05","2","745","760","BUY"
"X3820210623143025","26161631","23.06.2021 13:22","1","745","760","BUY"
"X302021060365892","26161631","03.06.2021 11:37","1","650","684","BUY"
"X2720210619130140","26205649","19.06.2021 18:08","1","1470","1470","BUY"
"X2720210608469160","26205618","08.06.2021 13:12","1","1323","1323","BUY"
"X2720210624473882","26205649","24.06.2021 20:25","1","1323","1323","BUY"
"X3820210627143670","23590953","27.06.2021 15:58","1","170","189","BUY"
"X3820210610141285","23591042","10.06.2021 19:05","1","284","299","BUY"
"X3820210611166249","23591042","11.06.2021 15:00","2","284","299","BUY"
"X3820210622142967","23591158","22.06.2021 14:27","4","223","228","BUY"
"X3820210627143670","23591554","27.06.2021 15:58","1","980","1089","BUY"
"X38202106212721","23591554","21.06.2021 10:40","1","1138","1210","BUY"
"X3820210601139945","23717138","01.06.2021 10:13","1","177","186","BUY"
"X38202106022383","23717145","02.06.2021 13:24","2","185","189","BUY"
"X3820210606140647","23717169","06.06.2021 11:37","1","284","299","BUY"
"X38202106022383","23717169","02.06.2021 13:24","3","293","299","BUY"
"X38202106282930","23717176","28.06.2021 10:22","2","331","348","BUY"
"X3820210607140865","23717206","07.06.2021 19:20","1","303","303","BUY"
"X3820210606140647","23717206","06.06.2021 11:37","1","288","303","BUY"
"X38202106132686","23717213","13.06.2021 13:06","1","375","395","BUY"
"X2820210602616492","23717220","02.06.2021 9:32","1","508","564","BUY"
"X2720210606127947","26024264","06.06.2021 18:54","2","227","227","BUY"
"X2720210609469363","26024264","09.06.2021 9:31","1","222","227","BUY"
"X2720210603126792","26024264","03.06.2021 10:20","1","216","227","BUY"
"X2720210619472546","26024271","19.06.2021 18:44","1","239","252","BUY"
"X2720210608469225","26024271","08.06.2021 15:34","1","252","252","BUY"
"X2720210623473380","26024271","23.06.2021 11:01","1","252","252","BUY"
"X2720210623473391","26024271","23.06.2021 11:22","1","252","252","BUY"
"X2820210601610269","26161600","01.06.2021 17:15","1","752","836","BUY"
"X28202106146024","26161600","14.06.2021 12:34","1","722","760","BUY"
"X2820210621617328","26161600","21.06.2021 19:05","1","745","760","BUY"
"X3820210624143103","26161600","24.06.2021 10:45","3","811","836","BUY"
"X3820210624143103","26161617","24.06.2021 10:45","3","729","752","BUY"
"X2820210601610269","26161617","01.06.2021 17:15","1","752","836","BUY"
"X3820210615166660","26161617","15.06.2021 13:18","1","752","752","BUY"
"X2820210617615794","26161617","17.06.2021 11:37","2","707","760","BUY"
"X472021060518555","24907729","05.06.2021 10:49","20","58","61","BUY"
"X3620210618108283","26071954","18.06.2021 19:11","22","41","42","BUY"
"X472021062018921","23512511","20.06.2021 15:03","12","42","44","BUY"
"X3620210626108752","25083828","26.06.2021 13:25","25","69","92","BUY"
"X472021061835635","24857420","18.06.2021 10:52","12","46","47","BUY"
"X362021060919903","24220453","09.06.2021 15:22","52","26","26","BUY"
"X3620210620108375","24220446","20.06.2021 11:53","16","52","52","BUY"
"X362021060919843","24220439","09.06.2021 9:42","30","22","24","BUY"
"X3620210605107190","23879539","05.06.2021 10:58","9","115","121","BUY"
"X472021061635504","25053463","16.06.2021 13:14","35","34","34","BUY"
"X362021060319621","24794459","03.06.2021 19:03","9","77","77","BUY"
"X3620210626108712","24384551","26.06.2021 11:42","","120","122","BUY"
"X362021060919905","25083606","09.06.2021 15:38","","59","66","BUY"
"X362021060719784","24220439","07.06.2021 13:55","42","24","24","BUY"
"X2720210616129719","24983143","16.06.2021 10:18","20","25","26","BUY"
"X2720210623473567","24220453","23.06.2021 19:41","20","49","54","BUY"
"X2720210622473123","24770446","22.06.2021 11:10","100","32","36","BUY"
"X2720210602468036","23856813","02.06.2021 9:57","9","612","631","BUY"
"X2720210606127964","23687547","06.06.2021 19:59","7","140","147","BUY"
"X2720210607468994","24256940","07.06.2021 11:41","18","43","48","BUY"
"X2720210607469014","24384568","07.06.2021 18:21","","122","122","BUY"
"X2720210626474290","25083798","26.06.2021 11:13","15","40","54","BUY"
"X2720210628474987","25083859","28.06.2021 10:49","28","73","77","BUY"
"X2720210617471769","24903127","17.06.2021 12:27","15","285","300","BUY"
"X2720210629475301","24562737","29.06.2021 12:24","7","287","302","BUY"
"X2720210602126626","25053388","02.06.2021 14:37","","250","263","BUY"
"X2720210623473477","24983143","23.06.2021 15:46","18","25","26","BUY"
"X2720210618129931","25083262","18.06.2021 14:49","","655","655","BUY"
